InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
579170,21181,PLEASE ONE PERSON METAL SIGN,2,11/28/2011 14:26,2.1,17811.0,United Kingdom
569122,22620,4 TRADITIONAL SPINNING TOPS,12,9/30/2011 13:06,1.45,12694.0,France
565917,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,1,9/7/2011 16:15,1.63,,United Kingdom
550447,22193,RED DINER WALL CLOCK,3,4/18/2011 12:36,8.5,16033.0,United Kingdom
556427,21621,VINTAGE UNION JACK BUNTING,1,6/10/2011 13:23,12.46,,United Kingdom
556054,21386,IVORY HANGING DECORATION  EGG,24,6/8/2011 13:26,0.19,14561.0,United Kingdom
C563536,M,Manual,-1,8/17/2011 11:39,413.68,,United Kingdom
570126,51014C,"FEATHER PEN,COAL BLACK",12,10/7/2011 13:16,0.39,16910.0,United Kingdom
572528,22999,TRAVEL CARD WALLET VINTAGE LEAF,48,10/24/2011 15:43,0.42,13176.0,United Kingdom
561698,82484,WOOD BLACK BOARD ANT WHITE FINISH,12,7/29/2011 10:21,6.75,15974.0,United Kingdom
564563,23221,REINDEER HEART DECORATION SILVER,12,8/26/2011 10:32,0.83,13630.0,United Kingdom
575705,23531,WALL ART BIG LOVE ,3,11/10/2011 17:06,6.95,15159.0,United Kingdom
538627,22575,METAL MERRY CHRISTMAS WREATH,2,12/13/2010 12:59,1.95,,United Kingdom
573496,20978,36 PENCILS TUBE SKULLS,3,10/31/2011 11:59,1.25,17841.0,United Kingdom
574707,22725,ALARM CLOCK BAKELIKE CHOCOLATE,2,11/6/2011 14:08,3.75,17107.0,United Kingdom
551956,23132,SMALL IVORY HEART WALL ORGANISER,1,5/5/2011 12:22,5.75,15021.0,United Kingdom
578928,23552,BICYCLE PUNCTURE REPAIR KIT ,3,11/27/2011 12:29,2.08,15443.0,United Kingdom
576609,20828,GLITTER BUTTERFLY CLIPS,6,11/15/2011 16:08,2.55,15556.0,United Kingdom
542607,22196,SMALL HEART MEASURING SPOONS,3,1/30/2011 13:48,0.85,13148.0,United Kingdom
568156,22667,RECIPE BOX RETROSPOT ,2,9/25/2011 12:16,2.95,14367.0,United Kingdom
571035,22620,4 TRADITIONAL SPINNING TOPS,12,10/13/2011 12:50,1.45,12446.0,RSA
573326,22355,CHARLOTTE BAG SUKI DESIGN,10,10/30/2011 11:08,0.85,15298.0,United Kingdom
556081,21864,UNION JACK FLAG PASSPORT COVER ,1,6/8/2011 15:22,4.13,,United Kingdom
551170,22348,TEA BAG PLATE RED RETROSPOT,12,4/26/2011 16:40,0.85,15145.0,United Kingdom
576840,22557,PLASTERS IN TIN VINTAGE PAISLEY ,2,11/16/2011 15:23,3.29,,United Kingdom
537692,22630,DOLLY GIRL LUNCH BOX,36,12/8/2010 10:40,1.95,14796.0,United Kingdom
568411,84988,SET OF 72 PINK HEART PAPER DOILIES,1,9/27/2011 10:52,3.75,,United Kingdom
540512,22025,RING OF ROSES BIRTHDAY CARD,12,1/9/2011 11:39,0.42,17114.0,United Kingdom
543467,22587,FELTCRAFT HAIRBAND RED AND BLUE,3,2/8/2011 14:35,1.63,,United Kingdom
575574,21039,RED RETROSPOT SHOPPING BAG,1,11/10/2011 11:37,2.55,14606.0,United Kingdom
554105,23301,GARDENERS KNEELING PAD KEEP CALM ,3,5/22/2011 14:04,1.65,14711.0,United Kingdom
572921,21981,PACK OF 12 WOODLAND TISSUES ,6,10/26/2011 16:57,0.39,15993.0,United Kingdom
540681,84951B,SET OF 4 BLACK LOVEBIRD COASTERS,1,1/10/2011 16:25,1.66,,United Kingdom
560270,84987,SET OF 36 TEATIME PAPER DOILIES,1,7/17/2011 14:42,1.45,16744.0,United Kingdom
572217,22297,HEART IVORY TRELLIS SMALL,2,10/21/2011 13:03,1.25,15311.0,United Kingdom
552298,22430,ENAMEL WATERING CAN CREAM,2,5/8/2011 14:18,4.95,14507.0,United Kingdom
566048,22356,CHARLOTTE BAG PINK POLKADOT,10,9/8/2011 14:21,0.85,16558.0,United Kingdom
549690,21975,PACK OF 60 DINOSAUR CAKE CASES,1,4/11/2011 13:41,0.55,17841.0,United Kingdom
547712,22626,BLACK KITCHEN SCALES,1,3/24/2011 19:31,8.5,16905.0,United Kingdom
557764,21523,DOORMAT FANCY FONT HOME SWEET HOME,4,6/22/2011 14:21,7.95,13089.0,United Kingdom
571931,85099F,JUMBO BAG STRAWBERRY,1,10/19/2011 16:59,4.13,,United Kingdom
566060,82613D,METAL SIGN CUPCAKE SINGLE HOOK,1,9/8/2011 15:27,2.46,,United Kingdom
555275,22191,IVORY DINER WALL CLOCK,1,6/1/2011 17:18,16.63,,United Kingdom
553724,22273,FELTCRAFT DOLL MOLLY,6,5/18/2011 16:50,2.95,17047.0,United Kingdom
544181,21421,PORCELAIN ROSE LARGE ,24,2/16/2011 14:56,1.25,17175.0,United Kingdom
536876,85176,SEWING SUSAN 21 NEEDLE SET,2,12/3/2010 11:36,1.66,,United Kingdom
556812,48138,DOORMAT UNION FLAG,1,6/14/2011 17:25,15.79,,United Kingdom
546888,22995,TRAVEL CARD WALLET SUKI,1,3/17/2011 18:15,0.83,,United Kingdom
565795,22023,EMPIRE BIRTHDAY CARD,12,9/7/2011 9:57,0.42,17481.0,United Kingdom
554542,23174,REGENCY SUGAR BOWL GREEN,6,5/25/2011 8:32,4.15,15194.0,United Kingdom
572650,85099C,JUMBO  BAG BAROQUE BLACK WHITE,2,10/25/2011 12:00,2.08,15506.0,United Kingdom
573397,23312,VINTAGE CHRISTMAS GIFT SACK,4,10/30/2011 15:19,4.15,15547.0,United Kingdom
551010,85099C,JUMBO  BAG BAROQUE BLACK WHITE,2,4/26/2011 9:52,4.13,,United Kingdom
577768,22472,TV DINNER TRAY DOLLY GIRL,1,11/21/2011 15:18,10.79,,United Kingdom
543713,21426,WOODLAND STORAGE BOX SMALL,1,2/11/2011 11:46,4.96,,United Kingdom
550500,22631,CIRCUS PARADE LUNCH BOX ,1,4/18/2011 15:26,4.13,,United Kingdom
565421,84992,72 SWEETHEART FAIRY CAKE CASES,2,9/4/2011 12:10,0.55,16744.0,United Kingdom
576837,84580,MOUSE TOY WITH PINK T-SHIRT,2,11/16/2011 15:16,4.13,,United Kingdom
577824,23583,LUNCH BAG PAISLEY PARK  ,10,11/22/2011 9:42,1.65,15845.0,United Kingdom
572880,22633,HAND WARMER UNION JACK,3,10/26/2011 13:35,2.1,16415.0,United Kingdom
538197,20977,36 PENCILS TUBE WOODLAND,4,12/10/2010 10:56,1.25,14419.0,United Kingdom
580729,22997,TRAVEL CARD WALLET UNION JACK,1,12/5/2011 17:24,0.83,,United Kingdom
555925,90018C,SILVER BLACK ORBIT DROP EARRINGS,1,6/7/2011 17:13,4.15,,United Kingdom
549573,84849D,HOT BATHS SOAP HOLDER,1,4/10/2011 16:01,1.69,14504.0,United Kingdom
540268,22470,HEART OF WICKER LARGE,30,1/6/2011 11:25,2.95,13458.0,United Kingdom
564436,23298,SPOTTY BUNTING,1,8/25/2011 12:06,4.95,17841.0,United Kingdom
567175,85099B,JUMBO BAG RED RETROSPOT,3,9/18/2011 13:38,2.08,13067.0,United Kingdom
573083,23534,WALL ART STOP FOR TEA ,3,10/27/2011 14:22,5.95,13735.0,United Kingdom
555866,84665,SQUARE CHERRY BLOSSOM CABINET,12,6/7/2011 14:38,5.95,16841.0,United Kingdom
558614,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,2,6/30/2011 15:56,0.83,,United Kingdom
554113,21314,SMALL GLASS HEART TRINKET POT,8,5/22/2011 14:53,2.1,16700.0,United Kingdom
543748,21755,LOVE BUILDING BLOCK WORD,12,2/11/2011 13:54,5.95,12913.0,United Kingdom
551702,21933,PINK VINTAGE PAISLEY PICNIC BAG,10,5/3/2011 14:16,1.65,13014.0,United Kingdom
553485,22265,EASTER DECORATION NATURAL CHICK,8,5/17/2011 12:25,0.65,13208.0,United Kingdom
544792,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,6,2/23/2011 12:37,2.95,18172.0,United Kingdom
576618,22969,HOMEMADE JAM SCENTED CANDLES,4,11/15/2011 17:00,3.29,,United Kingdom
544646,21527,RED RETROSPOT TRADITIONAL TEAPOT ,1,2/22/2011 12:06,7.95,17075.0,United Kingdom
576837,23285,PINK VINTAGE SPOT BEAKER,2,11/16/2011 15:16,1.63,,United Kingdom
547788,21539,RED RETROSPOT BUTTER DISH,1,3/25/2011 12:00,9.96,,United Kingdom
580397,22382,LUNCH BAG SPACEBOY DESIGN ,1,12/4/2011 11:24,1.65,13558.0,United Kingdom
573501,82483,WOOD 2 DRAWER CABINET WHITE FINISH,4,10/31/2011 12:02,6.95,18055.0,United Kingdom
552295,22329,ROUND CONTAINER SET OF 5 RETROSPOT,1,5/8/2011 14:08,1.65,14224.0,United Kingdom
564758,22269,EGG CUP NATURAL CHICKEN,1,8/30/2011 10:39,0.83,,United Kingdom
545216,22995,TRAVEL CARD WALLET SUKI,3,2/28/2011 16:50,0.83,,United Kingdom
580958,23346,SPACEBOY BEAKER,4,12/6/2011 14:30,1.25,17266.0,United Kingdom
545524,48184,DOORMAT ENGLISH ROSE ,2,3/3/2011 12:53,7.95,17374.0,United Kingdom
C550024,84949,SILVER HANGING T-LIGHT HOLDER,-14,4/14/2011 11:19,1.45,13089.0,United Kingdom
548308,22070,SMALL RED RETROSPOT MUG IN BOX ,3,3/30/2011 12:00,3.75,17220.0,United Kingdom
537773,20764,ABSTRACT CIRCLES SKETCHBOOK ,1,12/8/2010 12:36,3.75,16016.0,United Kingdom
538651,47580,TEA TIME DES TEA COSY,5,12/13/2010 15:07,2.55,15311.0,United Kingdom
573552,22632,HAND WARMER RED RETROSPOT,12,10/31/2011 13:43,2.1,13203.0,United Kingdom
552469,23208,LUNCH BAG VINTAGE LEAF DESIGN,5,5/9/2011 15:34,1.65,12867.0,United Kingdom
537823,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,9,12/8/2010 14:25,5.06,,United Kingdom
541282,85014A,BLACK/BLUE POLKADOT UMBRELLA,4,1/17/2011 12:31,5.95,17690.0,United Kingdom
551347,22729,ALARM CLOCK BAKELIKE ORANGE,4,4/28/2011 9:20,3.75,15768.0,United Kingdom
563924,18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,1,8/21/2011 14:32,2.55,15984.0,United Kingdom
566604,23191,BUNDLE OF 3 RETRO NOTE BOOKS,4,9/13/2011 16:26,1.65,16279.0,United Kingdom
580272,85230A,OPIUM SCENTED VOTIVE CANDLE,24,12/2/2011 12:52,0.29,15547.0,United Kingdom
541793,22915,ASSORTED BOTTLE TOP  MAGNETS ,12,1/21/2011 13:13,0.42,13969.0,United Kingdom
540013,21034,REX CASH+CARRY JUMBO SHOPPER,1,1/4/2011 11:30,0.95,16255.0,United Kingdom
547095,16161P,WRAP ENGLISH ROSE ,25,3/21/2011 9:03,0.42,13018.0,United Kingdom
562984,22487,WHITE WOOD GARDEN PLANT LADDER,1,8/11/2011 11:45,9.95,17841.0,United Kingdom
537382,22336,DOVE DECORATION PAINTED ZINC ,3,12/6/2010 13:13,0.65,16710.0,United Kingdom
540418,22055,MINI CAKE STAND  HANGING STRAWBERY,1,1/7/2011 11:04,3.36,,United Kingdom
572380,23354,6 GIFT TAGS 50'S CHRISTMAS ,12,10/24/2011 11:51,0.83,16019.0,United Kingdom
557776,22678,FRENCH BLUE METAL DOOR SIGN 3,10,6/22/2011 15:07,1.25,14422.0,United Kingdom
546900,82583,HOT BATHS METAL SIGN,12,3/17/2011 18:28,2.1,14298.0,United Kingdom
556932,21389,IVORY HANGING DECORATION  BIRD,3,6/15/2011 15:41,1.63,,United Kingdom
569523,21787,RAIN PONCHO RETROSPOT,2,10/4/2011 14:41,0.85,16033.0,United Kingdom
566400,22930,BAKING MOULD HEART MILK CHOCOLATE,6,9/12/2011 13:16,2.55,17139.0,United Kingdom
581414,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,1,12/8/2011 14:39,2.95,14730.0,United Kingdom
568135,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,1,9/23/2011 17:04,4.96,,United Kingdom
559831,23199,JUMBO BAG APPLES,10,7/13/2011 9:58,2.08,14709.0,United Kingdom
550389,22921,HERB MARKER CHIVES ,3,4/18/2011 11:53,0.65,17284.0,United Kingdom
538994,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,12/15/2010 12:05,3.75,17525.0,United Kingdom
574317,79157V,UBO-LIGHT TRIOBASE PURPLE,2,11/3/2011 18:49,0.85,17078.0,United Kingdom
570888,21912,VINTAGE SNAKES & LADDERS,4,10/13/2011 10:26,3.75,17509.0,United Kingdom
576607,22535,MAGIC DRAWING SLATE BUNNIES ,24,11/15/2011 15:42,0.42,12474.0,Germany
539475,22814,CARD PARTY GAMES ,12,12/19/2010 14:41,0.42,16686.0,United Kingdom
550956,20677,PINK POLKADOT BOWL,4,4/21/2011 16:37,1.25,17179.0,United Kingdom
544286,20677,PINK POLKADOT BOWL,12,2/17/2011 12:29,1.25,13151.0,United Kingdom
563093,21648,ASSORTED TUTTI FRUTTI SMALL PURSE,3,8/11/2011 17:28,2.46,,United Kingdom
554202,22429,ENAMEL MEASURING JUG CREAM,2,5/23/2011 12:14,4.25,13546.0,United Kingdom
578901,21181,PLEASE ONE PERSON METAL SIGN,1,11/27/2011 11:47,2.1,17812.0,United Kingdom
554271,21380,WOODEN HAPPY BIRTHDAY GARLAND,6,5/23/2011 13:06,2.95,16422.0,United Kingdom
541265,21755,LOVE BUILDING BLOCK WORD,1,1/16/2011 16:23,5.95,17609.0,United Kingdom
574673,21918,SET 12 KIDS COLOUR  CHALK STICKS,2,11/6/2011 12:26,0.42,15555.0,United Kingdom
565763,21888,BINGO SET,36,9/6/2011 14:09,3.39,14739.0,United Kingdom
568538,22467,GUMBALL COAT RACK,72,9/27/2011 14:07,2.55,15061.0,United Kingdom
570116,21327,SKULLS WRITING SET ,2,10/7/2011 12:38,1.65,12856.0,United Kingdom
576059,21713,CITRONELLA CANDLE FLOWERPOT,4,11/13/2011 15:19,2.1,15411.0,United Kingdom
561077,23256,CHILDRENS CUTLERY SPACEBOY ,4,7/24/2011 15:53,4.15,17649.0,United Kingdom
556021,20674,GREEN POLKADOT BOWL,8,6/8/2011 12:03,1.25,12921.0,United Kingdom
547250,35914,PINK CHICK EGG WARMER + EGG CUP,1,3/22/2011 9:30,0.83,,United Kingdom
540166,85099B,JUMBO BAG RED RETROSPOT,200,1/5/2011 12:09,1.65,13629.0,United Kingdom
561219,22037,ROBOT BIRTHDAY CARD,12,7/26/2011 8:51,0.42,18180.0,United Kingdom
552307,82482,WOODEN PICTURE FRAME WHITE FINISH,1,5/8/2011 15:20,2.55,12748.0,United Kingdom
575959,21287,SCENTED VELVET LOUNGE CANDLE ,12,11/13/2011 12:27,0.38,14547.0,United Kingdom
562939,22996,TRAVEL CARD WALLET VINTAGE TICKET,24,8/11/2011 8:37,0.42,15498.0,United Kingdom
544817,22132,RED LOVE HEART SHAPE CUP,12,2/23/2011 16:44,0.85,12437.0,France
555284,23112,PARISIENNE CURIO CABINET,4,6/2/2011 9:37,6.65,14298.0,United Kingdom
564200,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,8/23/2011 17:37,2.95,18018.0,United Kingdom
537781,22926,IVORY GIANT GARDEN THERMOMETER,1,12/8/2010 12:46,5.95,17341.0,United Kingdom
546008,21354,TOAST ITS - BEST MUM,1,3/8/2011 15:43,2.46,,United Kingdom
571323,20724,RED RETROSPOT CHARLOTTE BAG,10,10/17/2011 11:07,0.85,13534.0,United Kingdom
550189,47566,PARTY BUNTING,5,4/14/2011 19:15,4.95,13230.0,United Kingdom
546982,17107D,"FLOWER FAIRY,5 SUMMER B'DRAW LINERS",1,3/18/2011 12:26,2.55,15483.0,United Kingdom
576614,23191,BUNDLE OF 3 RETRO NOTE BOOKS,2,11/15/2011 16:38,1.65,12933.0,United Kingdom
C569682,23397,FOOT STOOL HOME SWEET HOME ,-1,10/5/2011 14:33,9.95,15351.0,United Kingdom
573601,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,1,10/31/2011 15:24,8.29,,United Kingdom
572990,22565,FELTCRAFT HAIRBANDS PINK AND WHITE ,12,10/27/2011 10:54,0.85,18276.0,United Kingdom
564034,71459,HANGING JAM JAR T-LIGHT HOLDER,12,8/22/2011 12:22,0.85,12935.0,United Kingdom
546986,22721,SET OF 3 CAKE TINS SKETCHBOOK,3,3/18/2011 12:56,4.95,14194.0,United Kingdom
566198,22487,WHITE WOOD GARDEN PLANT LADDER,2,9/9/2011 13:58,9.95,18109.0,United Kingdom
578846,21790,VINTAGE SNAP CARDS,10,11/25/2011 17:27,0.85,17757.0,United Kingdom
551542,22652,TRAVEL SEWING KIT,10,5/3/2011 9:05,1.65,14732.0,United Kingdom
563503,22530,MAGIC DRAWING SLATE DOLLY GIRL ,24,8/17/2011 9:05,0.42,16488.0,United Kingdom
543397,22090,PAPER BUNTING RETROSPOT,4,2/8/2011 10:32,2.95,17859.0,United Kingdom
552727,23207,LUNCH BAG ALPHABET DESIGN,10,5/11/2011 10:32,1.65,14920.0,United Kingdom
541979,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,1/24/2011 14:54,2.95,14911.0,EIRE
547866,22891,TEA FOR ONE POLKADOT,2,3/27/2011 13:21,4.25,14878.0,United Kingdom
558057,22296,HEART IVORY TRELLIS LARGE,12,6/24/2011 14:57,1.65,15665.0,United Kingdom
537638,22135,LADLE LOVE HEART PINK,3,12/7/2010 15:28,0.85,,United Kingdom
576840,22659,LUNCH BOX I LOVE LONDON,1,11/16/2011 15:23,4.13,,United Kingdom
553387,21447,12 IVORY ROSE PEG PLACE SETTINGS,1,5/16/2011 16:33,2.46,,United Kingdom
562418,22966,GINGERBREAD MAN COOKIE CUTTER,12,8/4/2011 16:34,1.25,16572.0,United Kingdom
574091,22609,PENS ASSORTED SPACEBALL,36,11/3/2011 9:20,0.19,17086.0,United Kingdom
555587,21175,GIN + TONIC DIET METAL SIGN,12,6/6/2011 9:13,2.55,15687.0,United Kingdom
580731,22810,SET OF 6 T-LIGHTS SNOWMEN,1,12/5/2011 17:36,2.95,17383.0,United Kingdom
568135,22915,ASSORTED BOTTLE TOP  MAGNETS ,6,9/23/2011 17:04,0.83,,United Kingdom
556063,21974,SET OF 36 PAISLEY FLOWER DOILIES,3,6/8/2011 14:09,1.45,14587.0,United Kingdom
549120,22525,CHILDRENS GARDEN GLOVES PINK,2,4/6/2011 13:28,1.25,14587.0,United Kingdom
576365,23321,SMALL WHITE HEART OF WICKER,192,11/14/2011 17:55,3.95,,United Kingdom
555728,22090,PAPER BUNTING RETROSPOT,3,6/6/2011 16:41,2.95,17252.0,United Kingdom
575950,22571,ROCKING HORSE RED CHRISTMAS ,48,11/13/2011 11:53,0.85,16983.0,United Kingdom
538153,22470,HEART OF WICKER LARGE,1,12/9/2010 16:31,5.91,,United Kingdom
574700,21754,HOME BUILDING BLOCK WORD,2,11/6/2011 13:53,6.25,16033.0,United Kingdom
580998,23355,HOT WATER BOTTLE KEEP CALM,5,12/6/2011 17:26,4.95,16987.0,United Kingdom
539436,72800E,4 IVORY DINNER CANDLES SILVER FLOCK,2,12/17/2010 14:49,3.36,,United Kingdom
563071,48184,DOORMAT ENGLISH ROSE ,2,8/11/2011 15:43,7.95,17633.0,United Kingdom
575507,22425,ENAMEL COLANDER CREAM,3,11/10/2011 10:32,4.95,17197.0,United Kingdom
541421,22248,DECORATION  PINK CHICK MAGIC GARDEN,14,1/17/2011 17:44,0.79,,United Kingdom
552273,22430,ENAMEL WATERING CAN CREAM,4,5/8/2011 12:26,4.95,13021.0,United Kingdom
568329,22898,CHILDRENS APRON APPLES DESIGN,8,9/26/2011 14:12,1.95,15243.0,United Kingdom
542932,21955,DOORMAT UNION JACK GUNS AND ROSES,4,2/2/2011 10:54,7.95,13089.0,United Kingdom
568567,21809,CHRISTMAS HANGING TREE WITH BELL,22,9/27/2011 18:41,0.83,,United Kingdom
538778,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,2,12/14/2010 11:37,4.25,,United Kingdom
557776,23031,DRAWER KNOB CRACKLE GLAZE PINK,6,6/22/2011 15:07,1.65,14422.0,United Kingdom
547358,22908,PACK OF 20 NAPKINS RED APPLES,7,3/22/2011 12:25,0.85,15998.0,United Kingdom
576329,46776B,WOVEN BERRIES CUSHION COVER ,1,11/14/2011 15:22,4.13,,United Kingdom
554497,23084,RABBIT NIGHT LIGHT,6,5/24/2011 14:38,2.08,15819.0,United Kingdom
570229,21166,COOK WITH WINE METAL SIGN ,2,10/9/2011 13:30,2.08,15756.0,United Kingdom
575983,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,5,11/13/2011 13:45,1.25,13379.0,United Kingdom
539474,21977,PACK OF 60 PINK PAISLEY CAKE CASES,1,12/19/2010 14:27,0.55,15581.0,United Kingdom
540642,22728,ALARM CLOCK BAKELIKE PINK,8,1/10/2011 13:22,3.75,12681.0,France
562287,21243,PINK  POLKADOT PLATE ,8,8/4/2011 11:07,1.69,12455.0,Spain
579520,22748,POPPY'S PLAYHOUSE KITCHEN,1,11/29/2011 18:14,2.1,12748.0,United Kingdom
543345,22457,NATURAL SLATE HEART CHALKBOARD ,2,2/7/2011 12:29,5.79,,United Kingdom
571183,23494,VINTAGE DOILY DELUXE SEWING KIT ,1,10/14/2011 11:08,5.95,14796.0,United Kingdom
547076,22432,WATERING CAN PINK BUNNY,6,3/20/2011 14:37,1.95,15140.0,United Kingdom
560392,15036,ASSORTED COLOURS SILK FAN,144,7/18/2011 13:30,0.83,13911.0,United Kingdom
545339,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,3/2/2011 8:26,4.95,14292.0,United Kingdom
558837,22698,PINK REGENCY TEACUP AND SAUCER,1,7/4/2011 11:58,5.79,,United Kingdom
574317,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,24,11/3/2011 18:49,0.42,17078.0,United Kingdom
538035,22756,LARGE YELLOW BABUSHKA NOTEBOOK ,3,12/9/2010 13:03,1.25,16065.0,United Kingdom
549667,21042,RED RETROSPOT APRON ,3,4/11/2011 12:20,5.95,14911.0,EIRE
559018,22092,BLUE PAISLEY TISSUE BOX,5,7/5/2011 13:07,0.39,18203.0,United Kingdom
568719,23371,SET 36 COLOUR PENCILS SPACEBOY ,1,9/28/2011 16:19,2.46,,United Kingdom
572552,22991,GIRAFFE WOODEN RULER,4,10/24/2011 17:07,4.13,14096.0,United Kingdom
575007,22899,CHILDREN'S APRON DOLLY GIRL ,6,11/8/2011 11:20,2.1,14140.0,United Kingdom
537609,22187,GREEN CHRISTMAS TREE CARD HOLDER,8,12/7/2010 13:22,4.25,17675.0,United Kingdom
537804,72127,COLUMBIAN CANDLE ROUND ,14,12/8/2010 13:17,1.25,12748.0,United Kingdom
571676,22593,CHRISTMAS GINGHAM STAR,1,10/18/2011 13:29,0.85,16910.0,United Kingdom
551718,22961,JAM MAKING SET PRINTED,1,5/3/2011 16:06,1.45,,United Kingdom
572666,22493,PAINT YOUR OWN CANVAS SET,12,10/25/2011 13:03,1.65,15134.0,United Kingdom
565932,22585,PACK OF 6 BIRDY GIFT TAGS,6,9/8/2011 10:35,1.25,16418.0,United Kingdom
553055,23172,REGENCY TEA PLATE PINK,12,5/13/2011 10:35,1.65,16618.0,United Kingdom
578757,22727,ALARM CLOCK BAKELIKE RED ,1,11/25/2011 11:41,3.75,12748.0,United Kingdom
538255,21042,RED RETROSPOT APRON ,3,12/10/2010 12:33,5.95,14911.0,EIRE
576078,21822,GLITTER CHRISTMAS TREE WITH BELLS,6,11/13/2011 16:22,0.79,14432.0,United Kingdom
570467,21891,TRADITIONAL WOODEN SKIPPING ROPE,12,10/10/2011 16:06,1.45,12607.0,USA
563090,23209,LUNCH BAG VINTAGE DOILY ,20,8/11/2011 17:00,1.65,16186.0,United Kingdom
559418,23317,BLUE REFECTORY CLOCK ,2,7/8/2011 11:36,9.95,12681.0,France
572291,21823,PAINTED METAL HEART WITH HOLLY BELL,6,10/23/2011 12:46,0.39,16931.0,United Kingdom
572903,22633,HAND WARMER UNION JACK,2,10/26/2011 15:17,2.1,17974.0,United Kingdom
556081,22197,SMALL POPCORN HOLDER,4,6/8/2011 15:22,1.63,,United Kingdom
548505,22203,MILK PAN RED RETROSPOT,1,3/31/2011 14:34,7.46,,United Kingdom
544586,21031,SPACE CADET BLACK,3,2/21/2011 15:04,1.25,17338.0,United Kingdom
575176,23287,RED VINTAGE SPOT BEAKER,4,11/8/2011 18:29,1.63,,United Kingdom
565917,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,9/7/2011 16:15,5.79,,United Kingdom
558647,22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,12,7/1/2011 10:39,1.25,14868.0,United Kingdom
563377,21754,HOME BUILDING BLOCK WORD,1,8/16/2011 10:44,5.95,15002.0,United Kingdom
576339,21888,BINGO SET,4,11/14/2011 15:27,7.46,14096.0,United Kingdom
571486,23550,WRAP ALPHABET POSTER  ,25,10/17/2011 14:59,0.42,17612.0,United Kingdom
553470,23135,SMALL ZINC HEART WALL ORGANISER,120,5/17/2011 11:27,3.32,18102.0,United Kingdom
578088,84987,SET OF 36 TEATIME PAPER DOILIES,2,11/22/2011 16:47,1.45,16376.0,United Kingdom
574950,23196,VINTAGE LEAF MAGNETIC NOTEPAD,3,11/8/2011 9:29,3.29,,United Kingdom
581142,21034,REX CASH+CARRY JUMBO SHOPPER,3,12/7/2011 13:38,0.95,14204.0,United Kingdom
560224,23306,SET OF 36 DOILIES PANTRY DESIGN,2,7/15/2011 16:06,1.45,14572.0,United Kingdom
559693,84912A,PINK ROSE WASHBAG,2,7/11/2011 16:21,3.29,,United Kingdom
576840,22076,6 RIBBONS EMPIRE  ,1,11/16/2011 15:23,1.25,,United Kingdom
554054,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,2,5/20/2011 15:29,0.83,,United Kingdom
538149,21041,RED RETROSPOT OVEN GLOVE DOUBLE,1,12/9/2010 16:27,5.91,,United Kingdom
543370,22627,MINT KITCHEN SCALES,2,2/7/2011 14:51,8.5,12359.0,Cyprus
570688,22315,200 RED + WHITE BENDY STRAWS,1,10/11/2011 16:29,2.46,,United Kingdom
581217,22457,NATURAL SLATE HEART CHALKBOARD ,2,12/8/2011 9:20,5.79,,United Kingdom
575932,23583,LUNCH BAG PAISLEY PARK  ,20,11/13/2011 10:35,1.65,16923.0,United Kingdom
545072,22930,BAKING MOULD HEART MILK CHOCOLATE,18,2/28/2011 8:43,2.55,12781.0,Czech Republic
565840,85099B,JUMBO BAG RED RETROSPOT,6,9/7/2011 12:02,4.13,,United Kingdom
C560932,85025C,PINK HEART SHAPE PHOTO FRAME,-1,7/22/2011 10:29,1.65,15005.0,United Kingdom
560120,21122,SET/10 PINK POLKADOT PARTY CANDLES,24,7/15/2011 10:27,1.25,14907.0,United Kingdom
566891,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,6,9/15/2011 13:51,2.95,14894.0,United Kingdom
562649,22081,RIBBON REEL FLORA + FAUNA ,1,8/8/2011 13:11,1.65,14606.0,United Kingdom
567326,84609,TALL ROCOCO CANDLE HOLDER,4,9/19/2011 14:38,8.5,14290.0,United Kingdom
560938,20723,STRAWBERRY CHARLOTTE BAG,13,7/22/2011 11:16,2.46,,United Kingdom
569722,23342,MINT DINER WALL CLOCK,2,10/6/2011 9:31,8.5,12431.0,Australia
574502,23355,HOT WATER BOTTLE KEEP CALM,2,11/4/2011 13:16,4.95,17274.0,United Kingdom
561647,23206,LUNCH BAG APPLE DESIGN,100,7/28/2011 15:20,1.45,13340.0,United Kingdom
