InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Year,Month,Revenue
548742,21902,"KEY FOB , FRONT  DOOR",3,2011-04-04T12:00:00.000Z,0.65,14688.0,United Kingdom,2011,April,1.95
567958,23290,SPACEBOY CHILDRENS BOWL,8,2011-09-23T09:00:00.000Z,1.25,12619.0,Germany,2011,September,10.0
570597,23172,REGENCY TEA PLATE PINK,12,2011-10-11T11:49:00.000Z,1.65,16837.0,United Kingdom,2011,October,19.8
564375,22570,FELTCRAFT CUSHION RABBIT,4,2011-08-25T10:16:00.000Z,3.75,13078.0,United Kingdom,2011,August,15.0
547920,21038,SET/4 MODERN VINTAGE COTTON NAPKINS,5,2011-03-28T12:52:00.000Z,0.79,14730.0,United Kingdom,2011,March,3.95
578270,22982,PANTRY PASTRY BRUSH,1,2011-11-23T13:39:00.000Z,2.46,14096.0,United Kingdom,2011,November,2.46
572103,84870C,GREEN GEISHA GIRL,1,2011-10-20T15:57:00.000Z,3.75,17571.0,United Kingdom,2011,October,3.75
556504,47578A,ENGLISH ROSE SMALL SCENTED FLOWER,10,2011-06-13T08:47:00.000Z,0.85,13936.0,United Kingdom,2011,June,8.5
567062,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,2011-09-16T11:48:00.000Z,1.45,16108.0,United Kingdom,2011,September,17.4
581404,23323,WHITE WICKER STAR,4,2011-12-08T13:47:00.000Z,2.1,13680.0,United Kingdom,2011,December,8.4
568660,35961,FOLKART ZINC HEART CHRISTMAS DEC,12,2011-09-28T12:33:00.000Z,0.85,15134.0,United Kingdom,2011,September,10.2
575602,16156S,WRAP PINK FAIRY CAKES,25,2011-11-10T12:27:00.000Z,0.42,17059.0,United Kingdom,2011,November,10.5
542583,22313,OFFICE MUG WARMER PINK,18,2011-01-28T15:09:00.000Z,2.95,14051.0,United Kingdom,2011,January,53.1
542914,21257,VICTORIAN SEWING BOX MEDIUM,1,2011-02-01T16:03:00.000Z,7.95,16161.0,United Kingdom,2011,February,7.95
C573037,23368,SET 12 COLOUR PENCILS DOLLY GIRL,-3,2011-10-27T13:45:00.000Z,0.65,12471.0,Germany,2011,October,-1.95
568991,22633,HAND WARMER UNION JACK,1,2011-09-29T16:44:00.000Z,2.1,18204.0,United Kingdom,2011,September,2.1
560415,21791,VINTAGE HEADS AND TAILS CARD GAME,12,2011-07-18T14:36:00.000Z,1.25,15152.0,United Kingdom,2011,July,15.0
550280,22677,FRENCH BLUE METAL DOOR SIGN 2,1,2011-04-15T13:31:00.000Z,1.25,13048.0,United Kingdom,2011,April,1.25
552479,22335,HEART DECORATION PAINTED ZINC,24,2011-05-09T15:51:00.000Z,0.65,12821.0,United Kingdom,2011,May,15.6
580996,22114,HOT WATER BOTTLE TEA AND SYMPATHY,1,2011-12-06T17:18:00.000Z,4.25,14578.0,United Kingdom,2011,December,4.25
564378,90001B,ANTIQUE MID BLUE FLOWER EARRINGS,2,2011-08-25T10:26:00.000Z,4.25,12417.0,Belgium,2011,August,8.5
545526,21688,SILVER PLATE CANDLE BOWL SMALL,12,2011-03-03T13:14:00.000Z,2.95,17789.0,United Kingdom,2011,March,35.4
548497,22029,SPACEBOY BIRTHDAY CARD,24,2011-03-31T13:43:00.000Z,0.42,13089.0,United Kingdom,2011,March,10.08
566427,23412,HEART MIRROR ANTIQUE WHITE,2,2011-09-12T14:24:00.000Z,7.5,17433.0,United Kingdom,2011,September,15.0
573295,21523,DOORMAT FANCY FONT HOME SWEET HOME,10,2011-10-28T15:54:00.000Z,7.08,14440.0,United Kingdom,2011,October,70.8
581420,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,6,2011-12-08T15:09:00.000Z,2.95,16358.0,United Kingdom,2011,December,17.7
580746,22847,BREAD BIN DINER STYLE IVORY,1,2011-12-06T09:35:00.000Z,16.95,12584.0,Italy,2011,December,16.95
571158,21773,DECORATIVE ROSE BATHROOM BOTTLE,12,2011-10-14T10:25:00.000Z,1.25,14606.0,United Kingdom,2011,October,15.0
549101,82583,HOT BATHS METAL SIGN,1,2011-04-06T11:34:00.000Z,2.1,14606.0,United Kingdom,2011,April,2.1
553007,17003,BROCADE RING PURSE,144,2011-05-12T16:50:00.000Z,0.29,14000.0,United Kingdom,2011,May,41.76
562035,20652,BLUE POLKADOT LUGGAGE TAG,12,2011-08-02T09:29:00.000Z,1.25,12627.0,Germany,2011,August,15.0
570482,22632,HAND WARMER RED RETROSPOT,1,2011-10-10T17:00:00.000Z,2.1,17459.0,United Kingdom,2011,October,2.1
578233,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,4,2011-11-23T12:20:00.000Z,1.45,14049.0,United Kingdom,2011,November,5.8
576249,22413,METAL SIGN TAKE IT OR LEAVE IT,4,2011-11-14T13:47:00.000Z,2.95,17811.0,United Kingdom,2011,November,11.8
559526,22196,SMALL HEART MEASURING SPOONS,1,2011-07-10T11:19:00.000Z,0.85,15756.0,United Kingdom,2011,July,0.85
560824,23309,SET OF 60 I LOVE LONDON CAKE CASES,3,2011-07-21T11:23:00.000Z,0.55,17935.0,United Kingdom,2011,July,1.65
536409,22785,SQUARECUSHION COVER PINK UNION FLAG,1,2010-12-01T11:45:00.000Z,6.75,17908.0,United Kingdom,2010,December,6.75
568915,23294,SET OF 6 SNACK LOAF BAKING CASES,16,2011-09-29T13:56:00.000Z,0.83,14948.0,United Kingdom,2011,September,13.28
559557,23241,TREASURE TIN GYMKHANA DESIGN,6,2011-07-11T10:33:00.000Z,2.08,17444.0,Canada,2011,July,12.48
570410,37446,MINI CAKE STAND WITH HANGING CAKES,6,2011-10-10T13:04:00.000Z,1.45,16776.0,United Kingdom,2011,October,8.7
562615,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-08-08T12:20:00.000Z,2.95,16458.0,United Kingdom,2011,August,14.75
577549,23397,FOOT STOOL HOME SWEET HOME,1,2011-11-20T15:00:00.000Z,9.95,17841.0,United Kingdom,2011,November,9.95
543986,46000U,POLYESTER FILLER PAD 30CMx30CM,3,2011-02-15T09:46:00.000Z,1.25,16738.0,United Kingdom,2011,February,3.75
573001,22585,PACK OF 6 BIRDY GIFT TAGS,15,2011-10-27T12:08:00.000Z,1.25,12841.0,United Kingdom,2011,October,18.75
571212,84978,HANGING HEART JAR T-LIGHT HOLDER,6,2011-10-14T12:53:00.000Z,1.25,12856.0,United Kingdom,2011,October,7.5
577010,23108,SET OF 10 LED DOLLY LIGHTS,1,2011-11-17T12:11:00.000Z,6.25,15506.0,United Kingdom,2011,November,6.25
551440,20725,LUNCH BAG RED RETROSPOT,1,2011-04-28T15:29:00.000Z,1.65,15311.0,United Kingdom,2011,April,1.65
575673,23109,PACK OF SIX LED TEA LIGHTS,12,2011-11-10T15:04:00.000Z,2.89,14863.0,United Kingdom,2011,November,34.68
570186,22077,6 RIBBONS RUSTIC CHARM,12,2011-10-07T15:01:00.000Z,1.95,17509.0,United Kingdom,2011,October,23.4
577174,23218,LAUREL STAR ANTIQUE GOLD,1,2011-11-18T10:58:00.000Z,1.25,17841.0,United Kingdom,2011,November,1.25
538517,22750,FELTCRAFT PRINCESS LOLA DOLL,1,2010-12-12T16:05:00.000Z,3.75,17618.0,United Kingdom,2010,December,3.75
570839,20996,JAZZ HEARTS ADDRESS BOOK,24,2011-10-12T14:08:00.000Z,0.19,14911.0,EIRE,2011,October,4.56
554114,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,1,2011-05-22T15:00:00.000Z,2.55,15292.0,United Kingdom,2011,May,2.55
566281,21872,GLAMOROUS  MUG,6,2011-09-11T14:15:00.000Z,1.25,12748.0,United Kingdom,2011,September,7.5
568413,84804A,CREAM DELPHINIUM ARTIFICIAL FLOWER,3,2011-09-27T11:01:00.000Z,2.95,14818.0,United Kingdom,2011,September,8.85
571682,20679,EDWARDIAN PARASOL RED,1,2011-10-18T14:00:00.000Z,5.95,14179.0,United Kingdom,2011,October,5.95
552977,35924,HANGING FAIRY CAKE DECORATION,6,2011-05-12T14:13:00.000Z,2.1,18221.0,United Kingdom,2011,May,12.6
C542346,21896,POTTING SHED TWINE,-2,2011-01-27T12:00:00.000Z,1.85,12709.0,Germany,2011,January,-3.7
571188,22625,RED KITCHEN SCALES,2,2011-10-14T11:42:00.000Z,8.5,12783.0,Portugal,2011,October,17.0
551395,84949,SILVER HANGING T-LIGHT HOLDER,6,2011-04-28T12:47:00.000Z,1.65,14271.0,United Kingdom,2011,April,9.9
566673,23067,HANGING ENGRAVED METAL HEART,2,2011-09-14T11:39:00.000Z,4.15,17728.0,United Kingdom,2011,September,8.3
574668,23569,TRADTIONAL ALPHABET STAMP SET,6,2011-11-06T12:12:00.000Z,4.95,15514.0,United Kingdom,2011,November,29.7
556255,21955,DOORMAT UNION JACK GUNS AND ROSES,300,2011-06-09T17:27:00.000Z,4.58,18102.0,United Kingdom,2011,June,1374.0
561189,84913B,MINT GREEN ROSE TOWEL,4,2011-07-25T13:28:00.000Z,4.65,16557.0,United Kingdom,2011,July,18.6
576779,21329,DINOSAURS  WRITING SET,2,2011-11-16T13:25:00.000Z,1.65,14554.0,United Kingdom,2011,November,3.3
542888,22721,SET OF 3 CAKE TINS SKETCHBOOK,3,2011-02-01T13:15:00.000Z,4.95,15687.0,United Kingdom,2011,February,14.85
537399,21327,SKULLS WRITING SET,5,2010-12-06T14:31:00.000Z,1.65,13030.0,United Kingdom,2010,December,8.25
542420,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,4,2011-01-27T18:05:00.000Z,1.45,17180.0,United Kingdom,2011,January,5.8
572051,23517,EMBROIDERED RIBBON REEL REBECCA,96,2011-10-20T12:24:00.000Z,2.49,14646.0,Netherlands,2011,October,239.04
561331,22384,LUNCH BAG PINK POLKADOT,2,2011-07-26T14:24:00.000Z,1.65,16809.0,United Kingdom,2011,July,3.3
562984,23238,SET OF 4 KNICK KNACK TINS LONDON,1,2011-08-11T11:45:00.000Z,4.15,17841.0,United Kingdom,2011,August,4.15
581405,85015,SET OF 12  VINTAGE POSTCARD SET,1,2011-12-08T13:50:00.000Z,0.65,13521.0,United Kingdom,2011,December,0.65
539050,22375,AIRLINE BAG VINTAGE JET SET BROWN,1,2010-12-15T16:21:00.000Z,4.25,12577.0,France,2010,December,4.25
543179,21745,GAOLERS KEYS DECORATIVE GARDEN,1,2011-02-04T10:31:00.000Z,3.75,12754.0,Japan,2011,February,3.75
571441,90119,METALIC LEAVES BAG CHARMS,4,2011-10-17T13:31:00.000Z,2.46,14096.0,United Kingdom,2011,October,9.84
537441,21876,POTTERING MUG,6,2010-12-06T17:26:00.000Z,1.25,13564.0,United Kingdom,2010,December,7.5
575591,20979,36 PENCILS TUBE RED RETROSPOT,8,2011-11-10T12:09:00.000Z,1.25,17791.0,United Kingdom,2011,November,10.0
543272,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2011-02-06T11:11:00.000Z,1.95,14810.0,United Kingdom,2011,February,19.5
577402,21523,DOORMAT FANCY FONT HOME SWEET HOME,10,2011-11-20T10:11:00.000Z,7.08,15465.0,United Kingdom,2011,November,70.8
543281,21464,DISCO BALL ROTATOR BATTERY OPERATED,1,2011-02-06T15:34:00.000Z,4.25,14606.0,United Kingdom,2011,February,4.25
566013,22865,HAND WARMER OWL DESIGN,48,2011-09-08T12:16:00.000Z,2.1,17004.0,United Kingdom,2011,September,100.8
572216,23028,DRAWER KNOB CRACKLE GLAZE BLUE,2,2011-10-21T12:56:00.000Z,1.65,16015.0,United Kingdom,2011,October,3.3
571105,85049A,TRADITIONAL CHRISTMAS RIBBONS,2,2011-10-13T16:01:00.000Z,1.25,17614.0,United Kingdom,2011,October,2.5
546866,22269,EGG CUP NATURAL CHICKEN,3,2011-03-17T15:47:00.000Z,1.25,14462.0,United Kingdom,2011,March,3.75
561051,21531,RED RETROSPOT SUGAR JAM BOWL,72,2011-07-24T13:11:00.000Z,2.1,16684.0,United Kingdom,2011,July,151.2
564051,23081,GREEN METAL BOX ARMY SUPPLIES,2,2011-08-22T13:32:00.000Z,8.25,14265.0,Unspecified,2011,August,16.5
551717,22918,HERB MARKER PARSLEY,1,2011-05-03T15:59:00.000Z,0.65,13263.0,United Kingdom,2011,May,0.65
576672,20682,RED RETROSPOT CHILDRENS UMBRELLA,24,2011-11-16T11:59:00.000Z,3.25,12731.0,France,2011,November,78.0
554058,22676,FRENCH BLUE METAL DOOR SIGN 1,3,2011-05-20T16:04:00.000Z,1.25,17757.0,United Kingdom,2011,May,3.75
541966,22469,HEART OF WICKER SMALL,40,2011-01-24T13:35:00.000Z,1.45,13854.0,United Kingdom,2011,January,58.0
576787,22386,JUMBO BAG PINK POLKADOT,40,2011-11-16T13:54:00.000Z,2.08,13815.0,Germany,2011,November,83.2
553725,21313,GLASS HEART T-LIGHT HOLDER,12,2011-05-18T16:51:00.000Z,0.85,17047.0,United Kingdom,2011,May,10.2
580116,23130,MISTLETOE HEART WREATH GREEN,24,2011-12-01T16:28:00.000Z,4.15,15290.0,United Kingdom,2011,December,99.6
558892,37340,MULTICOLOUR SPRING FLOWER MUG,48,2011-07-04T15:46:00.000Z,0.39,17581.0,United Kingdom,2011,July,18.72
555947,22999,TRAVEL CARD WALLET RETRO PETALS,24,2011-06-08T10:45:00.000Z,0.42,14911.0,EIRE,2011,June,10.08
563155,20676,RED RETROSPOT BOWL,10,2011-08-12T11:48:00.000Z,1.25,13069.0,United Kingdom,2011,August,12.5
576075,22059,CERAMIC STRAWBERRY DESIGN MUG,2,2011-11-13T16:16:00.000Z,1.49,15861.0,United Kingdom,2011,November,2.98
573380,23084,RABBIT NIGHT LIGHT,4,2011-10-30T14:04:00.000Z,2.08,14572.0,United Kingdom,2011,October,8.32
574715,22111,SCOTTIE DOG HOT WATER BOTTLE,9,2011-11-06T14:33:00.000Z,4.95,14135.0,United Kingdom,2011,November,44.55
573501,17012C,ORIGAMI LAVENDER INCENSE/CANDL SET,4,2011-10-31T12:02:00.000Z,0.85,18055.0,United Kingdom,2011,October,3.4
541596,22271,FELTCRAFT DOLL ROSIE,2,2011-01-19T16:18:00.000Z,2.95,17602.0,United Kingdom,2011,January,5.9
574547,22755,SMALL PURPLE BABUSHKA NOTEBOOK,1,2011-11-04T15:08:00.000Z,0.85,17841.0,United Kingdom,2011,November,0.85
575607,84992,72 SWEETHEART FAIRY CAKE CASES,1,2011-11-10T12:37:00.000Z,1.25,14096.0,United Kingdom,2011,November,1.25
575369,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,24,2011-11-09T15:09:00.000Z,0.29,16655.0,United Kingdom,2011,November,6.96
541274,21670,BLUE SPOT CERAMIC DRAWER KNOB,12,2011-01-17T11:24:00.000Z,1.25,15696.0,United Kingdom,2011,January,15.0
550822,21872,GLAMOROUS  MUG,12,2011-04-21T09:26:00.000Z,1.25,14001.0,United Kingdom,2011,April,15.0
543535,18007,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,1,2011-02-09T13:37:00.000Z,0.18,17537.0,United Kingdom,2011,February,0.18
555604,22383,LUNCH BAG SUKI DESIGN,10,2011-06-06T11:37:00.000Z,1.65,16612.0,United Kingdom,2011,June,16.5
C557479,22720,SET OF 3 CAKE TINS PANTRY DESIGN,-2,2011-06-20T13:56:00.000Z,4.25,16700.0,United Kingdom,2011,June,-8.5
539502,21165,BEWARE OF THE CAT METAL SIGN,6,2010-12-20T11:14:00.000Z,1.69,14099.0,United Kingdom,2010,December,10.14
551855,22027,TEA PARTY BIRTHDAY CARD,12,2011-05-04T15:08:00.000Z,0.42,12836.0,United Kingdom,2011,May,5.04
555418,47566,PARTY BUNTING,4,2011-06-03T10:19:00.000Z,4.95,15498.0,United Kingdom,2011,June,19.8
543309,22917,HERB MARKER ROSEMARY,1,2011-02-07T12:05:00.000Z,0.65,18118.0,United Kingdom,2011,February,0.65
576855,22138,BAKING SET 9 PIECE RETROSPOT,1,2011-11-16T15:51:00.000Z,4.95,17757.0,United Kingdom,2011,November,4.95
579458,23399,HOME SWEET HOME HANGING HEART,1,2011-11-29T14:38:00.000Z,0.85,16549.0,United Kingdom,2011,November,0.85
580373,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2011-12-02T17:06:00.000Z,1.65,14788.0,United Kingdom,2011,December,19.8
560288,22720,SET OF 3 CAKE TINS PANTRY DESIGN,6,2011-07-18T10:05:00.000Z,4.95,15845.0,United Kingdom,2011,July,29.7
549237,23008,DOLLY GIRL BABY GIFT SET,3,2011-04-07T11:29:00.000Z,16.95,13950.0,United Kingdom,2011,April,50.85
558461,20725,LUNCH BAG RED RETROSPOT,2,2011-06-29T15:03:00.000Z,1.65,13263.0,United Kingdom,2011,June,3.3
577058,21891,TRADITIONAL WOODEN SKIPPING ROPE,1,2011-11-17T14:29:00.000Z,1.45,18122.0,United Kingdom,2011,November,1.45
551734,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,4,2011-05-04T10:15:00.000Z,3.75,18178.0,United Kingdom,2011,May,15.0
578105,22282,12 EGG HOUSE PAINTED WOOD,3,2011-11-23T08:47:00.000Z,12.75,14911.0,EIRE,2011,November,38.25
569249,23082,SET 6 PAPER TABLE LANTERN HEARTS,12,2011-10-03T10:15:00.000Z,3.75,14092.0,United Kingdom,2011,October,45.0
C567891,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-1,2011-09-22T15:50:00.000Z,6.95,15296.0,United Kingdom,2011,September,-6.95
538346,82552,WASHROOM METAL SIGN,12,2010-12-10T14:53:00.000Z,1.45,17865.0,United Kingdom,2010,December,17.4
571824,23204,CHARLOTTE BAG APPLES DESIGN,10,2011-10-19T11:49:00.000Z,0.85,12472.0,Germany,2011,October,8.5
544476,22059,CERAMIC STRAWBERRY DESIGN MUG,6,2011-02-21T09:58:00.000Z,1.49,14796.0,United Kingdom,2011,February,8.94
554382,21086,SET/6 RED SPOTTY PAPER CUPS,4,2011-05-24T11:55:00.000Z,0.65,17365.0,United Kingdom,2011,May,2.6
544108,22245,"HOOK, 1 HANGER ,MAGIC GARDEN",24,2011-02-16T10:53:00.000Z,0.85,12653.0,Israel,2011,February,20.4
544634,21561,DINOSAUR LUNCH BOX WITH CUTLERY,3,2011-02-22T11:02:00.000Z,2.55,17994.0,United Kingdom,2011,February,7.65
571105,23013,GLASS APOTHECARY BOTTLE TONIC,1,2011-10-13T16:01:00.000Z,3.95,17614.0,United Kingdom,2011,October,3.95
547651,22551,PLASTERS IN TIN SPACEBOY,1,2011-03-24T12:11:00.000Z,1.65,16904.0,United Kingdom,2011,March,1.65
557019,23234,BISCUIT TIN VINTAGE CHRISTMAS,1,2011-06-16T12:45:00.000Z,2.89,15907.0,United Kingdom,2011,June,2.89
581126,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,6,2011-12-07T12:43:00.000Z,2.1,18272.0,United Kingdom,2011,December,12.6
563442,47504K,ENGLISH ROSE GARDEN SECATEURS,12,2011-08-16T13:25:00.000Z,0.79,17637.0,United Kingdom,2011,August,9.48
575726,23356,LOVE HOT WATER BOTTLE,1,2011-11-10T19:12:00.000Z,5.95,16791.0,United Kingdom,2011,November,5.95
575509,22629,SPACEBOY LUNCH BOX,64,2011-11-10T10:32:00.000Z,1.65,17101.0,United Kingdom,2011,November,105.6
568661,23296,SET OF 6 TEA TIME BAKING CASES,4,2011-09-28T12:34:00.000Z,1.25,18109.0,United Kingdom,2011,September,5.0
572188,23504,PLAYING CARDS JUBILEE UNION JACK,12,2011-10-21T11:06:00.000Z,1.25,14967.0,United Kingdom,2011,October,15.0
546111,22584,PACK OF 6 PANNETONE GIFT BOXES,2,2011-03-09T12:39:00.000Z,2.55,14165.0,United Kingdom,2011,March,5.1
547880,23176,ABC TREASURE BOOK BOX,2,2011-03-27T16:05:00.000Z,2.25,15426.0,United Kingdom,2011,March,4.5
580262,23499,SET 12 VINTAGE DOILY CHALK,24,2011-12-02T12:42:00.000Z,0.42,16759.0,United Kingdom,2011,December,10.08
544412,21828,EIGHT PIECE SNAKE  SET,12,2011-02-18T14:21:00.000Z,1.25,16531.0,United Kingdom,2011,February,15.0
572074,23251,VINTAGE RED ENAMEL TRIM MUG,12,2011-10-20T13:54:00.000Z,1.25,16284.0,United Kingdom,2011,October,15.0
550512,22517,CHILDS GARDEN RAKE PINK,1,2011-04-18T16:31:00.000Z,2.1,18069.0,United Kingdom,2011,April,2.1
557217,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2011-06-17T12:30:00.000Z,2.1,17426.0,United Kingdom,2011,June,12.6
545915,21668,RED STRIPE CERAMIC DRAWER KNOB,12,2011-03-08T11:44:00.000Z,1.25,17419.0,United Kingdom,2011,March,15.0
551276,22993,SET OF 4 PANTRY JELLY MOULDS,2,2011-04-27T13:06:00.000Z,1.25,16016.0,United Kingdom,2011,April,2.5
558574,23238,SET OF 4 KNICK KNACK TINS LONDON,12,2011-06-30T14:48:00.000Z,4.15,17017.0,United Kingdom,2011,June,49.8
550957,21981,PACK OF 12 WOODLAND TISSUES,2,2011-04-21T16:37:00.000Z,0.29,18283.0,United Kingdom,2011,April,0.58
555603,85213,MINI  ZINC GARDEN DECORATIONS,48,2011-06-06T11:36:00.000Z,0.29,16209.0,United Kingdom,2011,June,13.92
565738,23207,LUNCH BAG ALPHABET DESIGN,10,2011-09-06T12:30:00.000Z,1.65,14667.0,United Kingdom,2011,September,16.5
C574584,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-32,2011-11-04T18:11:00.000Z,5.95,15482.0,United Kingdom,2011,November,-190.4
574657,23343,JUMBO BAG VINTAGE CHRISTMAS,7,2011-11-06T11:43:00.000Z,2.08,13772.0,United Kingdom,2011,November,14.56
571190,22556,PLASTERS IN TIN CIRCUS PARADE,3,2011-10-14T11:43:00.000Z,1.65,17771.0,United Kingdom,2011,October,4.95
566291,21754,HOME BUILDING BLOCK WORD,1,2011-09-11T15:31:00.000Z,6.25,12965.0,United Kingdom,2011,September,6.25
562605,22386,JUMBO BAG PINK POLKADOT,10,2011-08-08T10:59:00.000Z,2.08,12530.0,Germany,2011,August,20.8
551982,22491,PACK OF 12 COLOURED PENCILS,6,2011-05-05T13:56:00.000Z,0.85,15023.0,United Kingdom,2011,May,5.1
536598,22617,BAKING SET SPACEBOY DESIGN,24,2010-12-02T07:48:00.000Z,4.25,13090.0,United Kingdom,2010,December,102.0
554997,23209,LUNCH BAG DOILEY PATTERN,10,2011-05-29T15:35:00.000Z,1.65,16746.0,United Kingdom,2011,May,16.5
564065,23076,ICE CREAM SUNDAE LIP GLOSS,24,2011-08-22T15:05:00.000Z,1.25,15150.0,United Kingdom,2011,August,30.0
575324,22840,ROUND CAKE TIN VINTAGE RED,12,2011-11-09T13:45:00.000Z,6.95,14240.0,United Kingdom,2011,November,83.4
551599,22429,ENAMEL MEASURING JUG CREAM,4,2011-05-03T11:34:00.000Z,4.25,15696.0,United Kingdom,2011,May,17.0
563237,21391,FRENCH LAVENDER SCENT HEART,12,2011-08-15T09:57:00.000Z,0.75,14321.0,United Kingdom,2011,August,9.0
577086,22086,PAPER CHAIN KIT 50'S CHRISTMAS,6,2011-11-17T15:50:00.000Z,2.95,16070.0,United Kingdom,2011,November,17.7
C569916,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,-8,2011-10-06T17:00:00.000Z,1.25,13777.0,United Kingdom,2011,October,-10.0
541843,22752,SET 7 BABUSHKA NESTING BOXES,1,2011-01-23T12:08:00.000Z,8.5,13659.0,United Kingdom,2011,January,8.5
557302,21833,CAMOUFLAGE LED TORCH,12,2011-06-19T14:15:00.000Z,1.69,13102.0,United Kingdom,2011,June,20.28
569556,23356,LOVE HOT WATER BOTTLE,3,2011-10-05T08:50:00.000Z,5.95,14936.0,Channel Islands,2011,October,17.85
569719,22630,DOLLY GIRL LUNCH BOX,64,2011-10-06T09:10:00.000Z,1.65,14646.0,Netherlands,2011,October,105.6
548715,22088,PAPER BUNTING COLOURED LACE,1,2011-04-03T15:22:00.000Z,2.95,17758.0,United Kingdom,2011,April,2.95
569223,23280,FOLDING BUTTERFLY MIRROR HOT PINK,4,2011-10-02T13:49:00.000Z,0.83,16283.0,United Kingdom,2011,October,3.32
552149,22960,JAM MAKING SET WITH JARS,6,2011-05-06T12:00:00.000Z,4.25,13365.0,United Kingdom,2011,May,25.5
558351,22730,ALARM CLOCK BAKELIKE IVORY,4,2011-06-28T14:52:00.000Z,3.75,13767.0,United Kingdom,2011,June,15.0
C538805,22623,BOX OF VINTAGE JIGSAW BLOCKS,-6,2010-12-14T11:57:00.000Z,4.95,14708.0,United Kingdom,2010,December,-29.7
557764,22630,DOLLY GIRL LUNCH BOX,12,2011-06-22T14:21:00.000Z,1.95,13089.0,United Kingdom,2011,June,23.4
567328,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,2,2011-09-19T14:43:00.000Z,7.95,14356.0,United Kingdom,2011,September,15.9
544685,22662,LUNCH BAG DOLLY GIRL DESIGN,10,2011-02-22T17:13:00.000Z,1.65,13285.0,United Kingdom,2011,February,16.5
557283,20725,LUNCH BAG RED RETROSPOT,2,2011-06-19T12:26:00.000Z,1.65,16813.0,United Kingdom,2011,June,3.3
541587,22862,LOVE HEART NAPKIN BOX,1,2011-01-19T14:39:00.000Z,4.25,17841.0,United Kingdom,2011,January,4.25
553668,23284,DOORMAT KEEP CALM AND COME IN,4,2011-05-18T12:21:00.000Z,7.95,13993.0,United Kingdom,2011,May,31.8
552127,22381,TOY TIDY PINK POLKADOT,5,2011-05-06T11:47:00.000Z,2.1,17174.0,United Kingdom,2011,May,10.5
576189,20978,36 PENCILS TUBE SKULLS,1,2011-11-14T11:33:00.000Z,1.25,14684.0,United Kingdom,2011,November,1.25
558619,22469,HEART OF WICKER SMALL,24,2011-06-30T16:28:00.000Z,1.65,14401.0,United Kingdom,2011,June,39.6
579458,22988,SOLDIERS EGG CUP,1,2011-11-29T14:38:00.000Z,1.25,16549.0,United Kingdom,2011,November,1.25
559698,23206,LUNCH BAG APPLE DESIGN,10,2011-07-11T17:07:00.000Z,1.65,17589.0,United Kingdom,2011,July,16.5
539456,21743,STAR PORTABLE TABLE LIGHT,2,2010-12-17T17:23:00.000Z,2.95,16885.0,United Kingdom,2010,December,5.9
573066,22792,FLUTED ANTIQUE CANDLE HOLDER,12,2011-10-27T13:53:00.000Z,0.85,16026.0,United Kingdom,2011,October,10.2
553207,22427,ENAMEL FLOWER JUG CREAM,3,2011-05-16T09:02:00.000Z,5.95,17001.0,United Kingdom,2011,May,17.85
559024,23245,SET OF 3 REGENCY CAKE TINS,4,2011-07-05T13:38:00.000Z,4.95,16616.0,United Kingdom,2011,July,19.8
564510,23315,IVORY REFECTORY CLOCK,2,2011-08-25T14:42:00.000Z,9.95,14194.0,United Kingdom,2011,August,19.9
579293,22867,HAND WARMER BIRD DESIGN,1,2011-11-29T11:22:00.000Z,2.1,14419.0,United Kingdom,2011,November,2.1
575713,20712,JUMBO BAG WOODLAND ANIMALS,10,2011-11-10T17:49:00.000Z,2.08,13817.0,Germany,2011,November,20.8
558881,21242,RED RETROSPOT PLATE,8,2011-07-04T14:36:00.000Z,1.69,12705.0,Germany,2011,July,13.52
575067,22328,ROUND SNACK BOXES SET OF 4 FRUITS,12,2011-11-08T12:45:00.000Z,2.95,12583.0,France,2011,November,35.4
581008,84949,SILVER HANGING T-LIGHT HOLDER,144,2011-12-07T09:02:00.000Z,1.45,13089.0,United Kingdom,2011,December,208.8
545162,21500,PINK POLKADOT WRAP,25,2011-02-28T13:35:00.000Z,0.42,16187.0,United Kingdom,2011,February,10.5
563026,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,10,2011-08-11T14:04:00.000Z,2.08,15747.0,United Kingdom,2011,August,20.8
